"","SimpSubs","IPTW","TMLE"
"1",0.00052265295079514,-0.0409806903301556,-0.0269263560523793
"2",0.00188028859598209,-0.0327584650967884,-0.0268803221887043
"3",0,-0.0468405230494505,-0.0269034057046472
"4",0,-0.0348216972466143,-0.0268720241503319
"5",0.00393868150220843,-0.0317790564808879,-0.0268268048209013
"6",0.00637716372868991,-0.0347409564176635,-0.0269043015369265
"7",0,-0.0496817541787974,-0.0268962629987899
"8",-0.00386326832603641,-0.0450173119845301,-0.0269300768182854
"9",0.000186636549693622,-0.038860106953245,-0.0269044969229936
"10",-0.000950521547504642,-0.0432101186746896,-0.0267636820176319
"11",0,-0.0351436472576432,-0.0268939384740492
"12",6.82145324207918e-05,-0.0363943754498336,-0.0269518654970131
"13",-0.00158561018173174,-0.0321795575550752,-0.026829811686976
"14",0,-0.0263863451363452,-0.0268647439604732
"15",0,-0.0382201404612001,-0.0269207238176826
"16",0,-0.0472567532262948,-0.0268474134626671
"17",0,-0.041223889095152,-0.0268491624208917
"18",-0.000921748231289377,-0.0418396027201671,-0.0269380829554217
"19",0,-0.0408804583698553,-0.026902095328023
"20",-0.00220083128973847,-0.0368701169314666,-0.0269350711475116
"21",-0.0190846916286742,-0.049905479568542,-0.0268848291658974
"22",0,-0.0491376622858856,-0.0268437136973221
"23",0.00205337097114248,-0.0482012064284991,-0.02688480508901
"24",-0.00250281510278865,-0.035084991708126,-0.026953861039904
"25",0,-0.0471291172490431,-0.0269423436611274
"26",-0.00015208986396848,-0.0276463058081865,-0.026927109416265
"27",0.00547661496625878,-0.040341251013771,-0.0269391429180741
"28",0.00243405607350903,-0.0474464438582934,-0.0268534708751544
"29",-0.00615929401535445,-0.0523033024777388,-0.0269264866376392
"30",-0.00135777358370288,-0.0359112651466475,-0.02684673764247
"31",0,-0.0293626169786887,-0.0269699586015407
"32",7.34120198029923e-05,-0.037951021567942,-0.0268350262434468
"33",0.00787206397525458,-0.0412424513311144,-0.0269435620478132
"34",0.00390215458293448,-0.0460330824547521,-0.0268617362756887
"35",-0.00018875566247011,-0.0380882351448641,-0.0269216413708003
"36",0,-0.0350100480213323,-0.0268340776009856
"37",-0.00064686021551104,-0.0268625366939974,-0.0269611994644066
"38",0.00447172561055056,-0.0504625291103792,-0.0268514707042821
"39",0,-0.0423483098890605,-0.0268823407100213
"40",0,-0.0190767424245674,-0.0268882534643361
"41",4.02476474077182e-05,-0.0392807157988749,-0.026855448366947
"42",0.000735636695637,-0.0493596334388884,-0.0269557250975573
"43",-0.000233970102497461,-0.043627933731648,-0.0268332516844451
"44",0.00229964548903712,-0.0334250589908404,-0.0269019936273347
"45",0,-0.0422361836325937,-0.0269110096785903
"46",0,-0.0466150523254864,-0.0269110626689973
"47",0,-0.0424314637217863,-0.026928450457661
"48",0.000553715088096908,-0.0288796762177457,-0.0268755301467463
"49",0.00414858470648359,-0.0536422120124471,-0.0268940457051294
"50",-0.00404776947794927,-0.0316062437204837,-0.0269149668103711
"51",-5.56136831212568e-05,-0.0446001794368056,-0.0268804952923969
"52",0,-0.0551647947091493,-0.0268631914060199
"53",-0.000560424758282532,-0.0145873300951896,-0.0268679920197987
"54",-0.0102852246009925,-0.042922290766516,-0.0269090270648266
"55",-0.0114911013563599,-0.0294936733239606,-0.0269494559832653
"56",0,-0.0481594786732661,-0.0268408669272631
"57",0,-0.0370488562085258,-0.0269218163655147
"58",0,-0.0380350080628451,-0.0268244606642917
"59",0,-0.054006129597198,-0.026935544779657
"60",-0.00176283420743866,-0.0436214271165728,-0.0269444630568707
"61",0.000376049951957382,-0.0404666013369287,-0.0269687279809613
"62",0.000537435848151817,-0.0474125020751163,-0.0269478689810048
"63",-0.0156276426969964,-0.046198360974372,-0.0269022864196855
"64",0,-0.0367094695002698,-0.0268907606673738
"65",0,-0.0396473264412816,-0.0268775654579119
"66",0,-0.0582949650262721,-0.0268675647642793
"67",0,-0.0254737383450255,-0.0268960523919093
"68",0.00220528786987372,-0.0441696304010318,-0.0268827375215507
"69",0,-0.0346124621411551,-0.0269334723258663
"70",-0.000209313115747862,-0.0362709851548918,-0.0268414166841384
"71",0,-0.03718610223254,-0.0269314319682877
"72",0,-0.0366561340611781,-0.0269297105774556
"73",-0.00343990035210315,-0.0348279044690321,-0.0268184790473951
"74",0.00134891107374144,-0.0505280572494854,-0.026811139718835
"75",0,-0.0335607642321114,-0.0269248758179305
"76",-0.00182927803974734,-0.0342129674249172,-0.0268656657705216
"77",0,-0.0346783140243325,-0.0269283511042935
"78",2.16023956780279e-05,-0.0367590901544081,-0.0269172057368736
"79",0,-0.0398716181632312,-0.0269222566709361
"80",0.00351015861670535,-0.0632447915911913,-0.0268001247385208
"81",0,-0.0384253479034051,-0.0269078276657743
"82",0.000826587571434004,-0.0271219923557131,-0.0268435899290392
"83",-0.00386905501106848,-0.0296456880574605,-0.0268855115359299
"84",0.00111771280262498,-0.0451625569836532,-0.0269276829715654
"85",0,-0.0532932408951134,-0.0268431314785168
"86",-0.000830025245984007,-0.0306024991038049,-0.026873813150708
"87",0,-0.0406758633293051,-0.026903795479708
"88",0,-0.0443774649071602,-0.0268835527320812
"89",-0.000251503994529548,-0.0476861797350519,-0.0269074740778249
"90",0,-0.0337050065264043,-0.0268535362612332
"91",-3.26946675414789e-05,-0.0469000911257775,-0.0269380575080426
"92",0,-0.0316357548921111,-0.0269060204382013
"93",0.00237149615767045,-0.0388876675924363,-0.0269194621699895
"94",-0.0106907881477544,-0.0361004786370833,-0.0269359607345189
"95",0,-0.0391189388304628,-0.0268543755946735
"96",0,-0.0471300003474809,-0.0269769525180131
"97",0.00351591123570977,-0.0435701820598537,-0.0269360607868476
"98",-0.00171911976215314,-0.0402460552685001,-0.0268380775571377
"99",0.00220013806165943,-0.0334183927204064,-0.0268617169932034
"100",0,-0.0455263430991708,-0.0268735645502433
"101",0.0043285693505312,-0.0449021603056734,-0.0269399145962778
"102",0.000176722294343941,-0.0436247966451464,-0.0268174326819767
"103",0.00469227785065272,-0.0312648160855744,-0.0268780251213561
"104",0,-0.0340457056023779,-0.0269198663019301
"105",-0.00710464167400404,-0.0256244034554766,-0.0269147328945608
"106",-0.00204520611950266,-0.039657709588154,-0.0268010837919173
"107",0.00200444185492864,-0.0373996751975206,-0.0268309174039504
"108",0,-0.0454058420915227,-0.0269422814483073
"109",-0.00461855425125263,-0.0344294058552511,-0.0268469746574878
"110",-0.000120089519658765,-0.0292426914875298,-0.026929296871972
"111",-0.00692722596102614,-0.0522583510216753,-0.0269545471082633
"112",0,-0.0380222187451103,-0.0269004292214391
"113",0,-0.039503237398928,-0.0268478429791371
"114",0,-0.0231983697330232,-0.0268679966731609
"115",0.00154006126165213,-0.042006318805314,-0.0268582870954592
"116",0,-0.0405318671710192,-0.0269198655167205
"117",0,-0.0506641039574137,-0.0268857872417891
"118",-0.000749966473897283,-0.0343712456647719,-0.0269673889569363
"119",0,-0.0322413194623477,-0.0269107194967744
"120",-0.000780777021538813,-0.043913213273634,-0.0268957920500904
"121",0.000108486476840799,-0.0393778750154337,-0.0269483305029772
"122",-0.00895908670736236,-0.0549128670460096,-0.0267907383772028
"123",0.00147343248154401,-0.0349378720486937,-0.0268765359037808
"124",0.000650724666273248,-0.0309233498422687,-0.0268840693349284
"125",0,-0.0495209226932736,-0.0268571226332265
"126",0,-0.0337562023632923,-0.026855729605442
"127",0,-0.0341114117027918,-0.026844456499136
"128",-0.0111338975604696,-0.0405569493700116,-0.0268534619291638
"129",0,-0.0397076669125814,-0.0268840943529064
"130",0.000658030844008408,-0.043793624627751,-0.0269019083893696
"131",0.00103763458885248,-0.0373035948950496,-0.0268877602944916
"132",-0.000857374168980815,-0.0345575359781058,-0.0268205417348056
"133",0.000896220769132972,-0.0433401409825285,-0.0269117218210968
"134",0,-0.0464945682894994,-0.0268803103191744
"135",0,-0.0466115049363438,-0.0269441731800498
"136",0,-0.0377179074448083,-0.0268586443014717
"137",-0.00281402123814949,-0.025180933976112,-0.0269397145735497
"138",0,-0.0500527361874256,-0.0269190121343961
"139",0,-0.0270062836002763,-0.0269093738202961
"140",0.000643745699928744,-0.0524178663713548,-0.0268976689050038
"141",0.00066993757681365,-0.0388855545879892,-0.0268956473553986
"142",0.00745737542114663,-0.0259146672624857,-0.0268658882146945
"143",0,-0.0466109889538409,-0.0269488848280808
"144",0,-0.0554822918617475,-0.0269701155648778
"145",-0.000323338846976062,-0.0446447712453491,-0.0269277870653
"146",0.000741492976615116,-0.0413626330366808,-0.0268532191269811
"147",0,-0.0428558661500258,-0.0269156155877734
"148",0.00463554157531703,-0.0450534554197146,-0.0269127144626696
"149",0.000178539872512244,-0.0488836743212938,-0.0269070714940878
"150",0,-0.057954631989422,-0.0268892175983221
