"","SimpSubs","IPTW","TMLE"
"241",-0.0208955249314816,-0.0265274966405372,-0.0241113809345193
"242",-0.017380588343233,-0.0217958925932414,-0.0202359821719754
"243",-0.0251166648322295,-0.0325529598968395,-0.0295130500661089
"244",-0.0325870356825638,-0.035469682877421,-0.0344152984507056
"245",-0.0212314971531629,-0.0216459197907144,-0.0200485423760139
"246",-0.0164425960180674,-0.0227162338572041,-0.0210929961097429
"247",-0.0193365977862343,-0.0259762338822338,-0.024259520869102
"248",-0.0219506385244606,-0.0285668196212065,-0.0272372049500906
"249",-0.0395627404898006,-0.0464362577495549,-0.0455323508082442
"250",-0.0210126816263007,-0.027285040727384,-0.0257927299823721
"251",-0.0266804196928259,-0.0296485881673319,-0.0281413105223515
"252",-0.0300581197781884,-0.0370756833211607,-0.0352779721734662
"253",-0.0238289845881877,-0.0290991516266887,-0.0275503419561174
"254",-0.0285599249577078,-0.0355938608860533,-0.0347406578817172
"255",-0.0221109129868469,-0.026331512952674,-0.0239873438087079
"256",-0.0248587966675752,-0.0321242787656716,-0.0307604599043003
"257",-0.0332512483647969,-0.040675687689963,-0.0395996695411776
"258",-0.0157966202181273,-0.0197893616904153,-0.0182312065486332
"259",-0.0250625710687179,-0.0319908974467054,-0.0310171108251458
"260",-0.0188088760588539,-0.0241284816977607,-0.0227544579977269
"261",-0.0281302880931473,-0.0366830729748168,-0.0345959238364435
"262",-0.0232439220231745,-0.0293250797411726,-0.0281581595170264
"263",-0.0261933204184241,-0.0276141013684803,-0.0257676131281871
"264",-0.024747288563383,-0.0314763753908848,-0.0297684596219661
"265",-0.0408454943759487,-0.0462357044541692,-0.0443861898720204
"266",-0.0154372769283436,-0.0204469613000443,-0.0185901418824449
"267",-0.0317178850005343,-0.0367166254187532,-0.0356206480673015
"268",-0.0469800195449368,-0.0538074611673513,-0.0525900932576406
"269",-0.0253310189838137,-0.0276344981099474,-0.0247783317136235
"270",-0.028781926815712,-0.0324845563176032,-0.0310373842111958
"271",-0.0112399259182324,-0.0141340067292104,-0.0118522207369344
"272",-0.031939891537056,-0.0381173991482336,-0.0364601279333249
"273",-0.0274168022544271,-0.0302473292535272,-0.0290600346327888
"274",-0.0172372158587366,-0.0257079130026628,-0.0245478677703372
"275",-0.0280037669814398,-0.0301172526014291,-0.0293301520719812
"276",-0.0310239813578088,-0.0363099904288921,-0.0357392530532981
"277",-0.0264169535958894,-0.0314722657359208,-0.0302450343024774
"278",-0.0301584057310269,-0.0370660337775014,-0.035416482903915
"279",-0.0191707691177564,-0.0260871142829272,-0.0233992633503418
"280",-0.0126892807948925,-0.0197279601145869,-0.0174968483464572
"281",-0.0264768241591217,-0.0327486415227636,-0.0317157636286132
"282",-0.00737406352656522,-0.011056472678434,-0.00856947149701404
"283",-0.019067923583462,-0.0231789140672319,-0.0218162656631191
"284",-0.0306768060427023,-0.0376974078880099,-0.0367569378622171
"285",-0.0228489569708827,-0.0228976104462125,-0.0214473228901607
"286",-0.0252305138030068,-0.0297268531931996,-0.02751287704581
"287",-0.00695797829562063,-0.00669198789287562,-0.00478616568436319
"288",-0.0368948029158969,-0.040630280781669,-0.0400435744260558
"289",-0.0269729961705504,-0.0325497398333299,-0.0315003798431228
"290",-0.00293415055624176,-0.00169453274152816,0.000200625743109639
"291",-0.0174233792512259,-0.0221706604876811,-0.0211428701365926
"292",-0.0192084109608014,-0.022431533723943,-0.0201349136070396
"293",-0.0335123107942,-0.040738563141015,-0.0394465160868027
"294",-0.010492064747521,-0.0140936442664142,-0.0123476014348449
"295",-0.0289738067339891,-0.0352178223314578,-0.0343027517205887
"296",-0.0221145543953795,-0.0267356788410092,-0.0257137474466556
"297",-0.023823199047176,-0.0280567066850905,-0.026532777678609
"298",-0.0162936035651613,-0.02122264885159,-0.0193682194469519
"299",-0.0172498799292205,-0.0227403481968237,-0.0214770019106973
"300",-0.0289603989509965,-0.0373724520269797,-0.0355468659669107
"301",-0.0214113329654831,-0.0249051208803999,-0.0230965072515804
"302",-0.0152229649860818,-0.019301147895758,-0.0166858499155856
"303",-0.016695317586185,-0.0219125030366593,-0.0185517819824094
"304",-0.0276931231994312,-0.0323494042768954,-0.0307467944483411
"305",-0.0248208491015767,-0.0316575175097729,-0.0296958760269291
"306",-0.0412136642062764,-0.0453564338445949,-0.0436236246985401
"307",-0.0165762487298477,-0.0203015694374022,-0.0196045469026715
"308",-0.0304944049927409,-0.0365137051208198,-0.0345064703887609
"309",-0.0343682729435512,-0.0390950373227524,-0.0372851240748528
"310",-0.0317671917696484,-0.0314045709250864,-0.0309968394826733
"311",-0.0155933468310314,-0.0188668257082119,-0.0167609026456719
"312",-0.0348233276705686,-0.0425695582946837,-0.0399925159967662
"313",-0.0137907480137598,-0.0215834205771266,-0.0207637124255574
"314",-0.0152465918353524,-0.0205727281450698,-0.0188760557281318
"315",-0.0235088053286901,-0.0277885225467609,-0.0259487672202308
"316",-0.0214800631202016,-0.0293176442479339,-0.0268126440670408
"317",-0.0170250262696178,-0.01985124847006,-0.0175823654440537
"318",-0.0331849428729677,-0.038928669868141,-0.0377752018902499
"319",-0.0225285246201767,-0.028431620034218,-0.0265347417026904
"320",-0.0188225936141062,-0.0217302697237564,-0.02036408154345
"321",-0.0230142150768,-0.0261814007819802,-0.0235060695927782
"322",-0.0300754926755606,-0.037370166021683,-0.0350586286964203
"323",-0.0258161122052745,-0.0333374951140924,-0.0321348153510775
"324",-0.0254195046755447,-0.0296258858104953,-0.0289568704814518
"325",-0.0226211914026614,-0.0257874464390506,-0.0244907830208957
"326",-0.0243374907811691,-0.0287188510817194,-0.0276443928525369
"327",-0.0171515906411652,-0.0237850380692978,-0.0223918632385828
"328",-0.00631792120126531,-0.00782039055932579,-0.00544297998260423
"329",-0.0190826227384991,-0.0224437418371437,-0.0210011758333604
"330",-0.0245346227702328,-0.030294709293829,-0.0289705147300294
"331",-0.0243662425115724,-0.0295997393764808,-0.0284307265697825
"332",-0.0225756651550114,-0.0272344285072659,-0.0261593196640468
"333",-0.0203633519635962,-0.0264188503459798,-0.0245696213218747
"334",-0.0140740085331362,-0.0183323686060188,-0.016588483708483
"335",-0.0208324265580486,-0.024523432187228,-0.0227676753895213
"336",-0.0125139544053944,-0.0156840396371175,-0.0140859042486728
"337",-0.0292138995005888,-0.0359680788410704,-0.0345083113728932
"338",-0.0154297946998662,-0.020510739043099,-0.0192707814376266
"339",-0.0104822533343745,-0.0148226806998584,-0.012394189903897
"340",-0.0267517042287143,-0.0339123749397685,-0.0332534340820464
"341",-0.00810417446498329,-0.0106007547436395,-0.00857350152561109
"342",-0.0229539173285916,-0.0266155617064432,-0.0254513777383346
"343",-0.0207481763804799,-0.0246308420569759,-0.0237320852193814
"344",-0.0247232105640477,-0.0294811555994767,-0.0277893656466444
"345",-0.0298434702750406,-0.0370198840632521,-0.0362690132220997
"346",-0.0127323438729495,-0.0172393103148632,-0.016465892945521
"347",-0.0357664795208163,-0.0427190635853848,-0.041405945342992
"348",-0.0287314562459219,-0.0377064700425562,-0.0365319307733855
"349",-0.0350796450979185,-0.0408100352937846,-0.0397567981664785
"350",-0.0212379385588357,-0.0258855366466925,-0.0238262841638612
"351",-0.0478298084966268,-0.0570715661853802,-0.0560962847241675
"352",-0.0359096649273375,-0.044055576221188,-0.0433403786166831
"353",-0.0282547829536888,-0.0350022243218768,-0.0347717605965077
"354",-0.0291106036368026,-0.0368269869357761,-0.0353715098982448
"355",-0.0241406619942063,-0.0329132466421134,-0.031341304291614
"356",-0.0198582384789781,-0.0245307855798627,-0.0222224079550351
"357",-0.0184264290889706,-0.0238652745684373,-0.0227436962620308
"358",-0.0197850906963088,-0.0265431680300429,-0.024800030103551
"359",-0.0411595403570173,-0.0494802197207147,-0.0472201218886599
"360",-0.0119401944357598,-0.0179028844552619,-0.0158335589704808
"361",-0.0186089798987137,-0.022613773394467,-0.0202790942454115
"362",-0.0248397257234801,-0.0315134711611652,-0.0307648445425135
"363",-0.0151882690054491,-0.0157113696018931,-0.01444024864816
"364",-0.0254864410283983,-0.0318885702827236,-0.0305749098876734
"365",-0.0265734077309266,-0.0335986040174706,-0.0320354938809092
"366",-0.024267009420915,-0.0276680449789245,-0.0253369322697371
"367",-0.0226304032376382,-0.0283537243189553,-0.0263434655686035
"368",-0.0160060365113738,-0.0206985860427533,-0.0185714915318316
"369",-0.0202064825367738,-0.0262477346283137,-0.0250810557911394
"370",-0.0194641024657668,-0.0248669987910298,-0.0239104432201969
"371",-0.0138493817930484,-0.0147140311394898,-0.0127093430279325
"372",-0.0136176440756923,-0.0160464217088628,-0.0145959043515776
"373",-0.0214949794530254,-0.0280884612981146,-0.0253911642047149
"374",-0.0300208440904455,-0.0355263769872951,-0.0340525074454969
"375",-0.0237290017825326,-0.0287010791194887,-0.0273081374349072
"376",-0.0116990965591439,-0.0145266054389691,-0.0125022069763406
"377",-0.0187137490465016,-0.0238766918214438,-0.0225041131837213
"378",-0.027962444027545,-0.0362933909518834,-0.0349704515163143
"379",-0.0346404136938203,-0.0423943569574507,-0.0414203326892028
"380",-0.00983617248730482,-0.0117131576221165,-0.0102293442490136
"381",-0.0196484173730276,-0.0257116221645895,-0.0235046859612452
"382",-0.0221542872592208,-0.028066576017308,-0.0262967716582703
"383",-0.0297713768830753,-0.0279402021182497,-0.0263495544369698
"384",-0.0187755639967616,-0.0247183001159714,-0.0233776620250363
"385",-0.0236358489963694,-0.0293738132025811,-0.0281128873411266
"386",-0.0362169259295067,-0.0368348504630735,-0.0353865265769991
"387",-0.00179759508773754,-0.00304651732261586,-0.000968350351210234
"388",-0.0198373725764976,-0.0249359212480257,-0.0229707021894709
"389",-0.0263929681463089,-0.0342450149014116,-0.0328966550954319
"390",-0.00968494483048461,-0.0119060148845577,-0.00995653797681451
"391",-0.0233877676492753,-0.0272619204336445,-0.0246436402067833
"392",-0.02677203164902,-0.0315973917102417,-0.0307688080166361
"393",-0.0187551494631508,-0.0258302540522446,-0.024937231426143
"394",-0.0112445334602658,-0.0156351327883546,-0.0150740251101544
"395",-0.0170983961337096,-0.0203697629946243,-0.0193127561797701
"396",-0.0277696421144106,-0.0344523593677119,-0.0333968587934105
"397",-0.0166717282154072,-0.0217258155256909,-0.0197304998428035
"398",-0.0334204688273888,-0.0415225383180328,-0.0401592259309222
"399",-0.0252929755971676,-0.0307728914519453,-0.0295713754842664
"400",-0.0342231760924312,-0.040621802092446,-0.0407876750690754
"401",-0.0126021305577174,-0.0156077100241272,-0.0136729312904508
"402",-0.0358331299991289,-0.043657339554804,-0.0417876978345405
"403",-0.0086219291337059,-0.0115985358265413,-0.0100371960397173
"404",-0.0020659610307281,-0.00411004815897551,-0.00127047788687107
"405",-0.0370685516833727,-0.0456751935007041,-0.0450330345404673
"406",-0.0130621710219873,-0.0184805272961386,-0.0177108870872797
"407",-0.00922215876367045,-0.0125749314447973,-0.0115179524977815
"408",-0.0215690891848897,-0.0270040892913135,-0.0248768960001541
"409",-0.01980707057471,-0.0222039261865582,-0.0201158973329417
"410",-0.020552209265268,-0.0241858963257438,-0.0235740095218094
"411",-0.0216152447648799,-0.0238954502764489,-0.0226500192799133
"412",-0.0112827524029751,-0.015419068822577,-0.011833284312307
"413",-0.0229216447296921,-0.0316401128303455,-0.0304498834287373
"414",-0.0344132852447835,-0.0429494174327276,-0.0414906623949953
"415",-0.0377837144578751,-0.0437841886007447,-0.041915338177226
"416",-0.0193670677626397,-0.0201724398878895,-0.0192466224184273
"417",-0.0105161656106062,-0.0140185114496353,-0.0100842062135827
"418",-0.0263863672337422,-0.0295463129446352,-0.0281945756268174
"419",-0.0270269212976186,-0.0329239653189282,-0.0308263745203707
"420",-0.0206055122757976,-0.0242855838868068,-0.0228276205971107
"421",-0.0265918981778695,-0.0329526302361546,-0.0322026778729878
"422",-0.0240430409833358,-0.0284998953420388,-0.0280996860268008
"423",-0.0393035716870803,-0.0407996695607776,-0.0396145304700737
"424",-0.0273199257581977,-0.0298918848895899,-0.0283213958553766
"425",-0.0361130961001346,-0.0427360447579023,-0.0414595849050406
"426",-0.039032914968485,-0.045013144045504,-0.0442041027495367
