"","SimpSubs","IPTW","TMLE"
"1",0.00204491340103811,-0.0404168704938091,-0.0268610544587204
"2",0.00892456808889961,-0.0386026335606409,-0.0269038610545462
"3",0.00451721822117468,-0.0361522354310638,-0.0269069172364949
"4",-0.00397615073238574,-0.0474359057582052,-0.0269085061464783
"5",0,-0.0483516645065782,-0.0268739191919588
"6",0,-0.0372551282791169,-0.0268503034418663
"7",0.00123575850302212,-0.0319149989065176,-0.0269165319784898
"8",0,-0.0455685806923408,-0.0269218437969126
"9",-0.00174693512999522,-0.0380890801516834,-0.0268793692930118
"10",-0.00112909024130148,-0.0435834695920742,-0.0268890752187263
"11",0,-0.0435499385791803,-0.0268986401681898
"12",0.00691662693717261,-0.0431740092340766,-0.0268713831146334
"13",-0.00236661318012836,-0.0327668827931699,-0.0269181063180955
"14",-0.0101635159570451,-0.0348326822263216,-0.0269302891156332
"15",0,-0.0404849790568241,-0.0269160762424044
"16",0,-0.0416931429935087,-0.0269206124226905
"17",0.00641794265143107,-0.0345707232607697,-0.0269355562429497
"18",0.00241133204286521,-0.0428257971111212,-0.0269154033813958
"19",-0.000887572469094432,-0.0533528598899364,-0.0268166483992667
"20",0,-0.0216665091137251,-0.0268545690468923
"21",0,-0.0483831052950095,-0.0269095031967918
"22",0.0022811200305081,-0.0451853168355502,-0.0269099002042293
"23",0,-0.0388142230046153,-0.0267854214616725
"24",0.000386604659098298,-0.0425203801228332,-0.0268984601234961
"25",-0.00228283665694472,-0.0410075534399858,-0.026849688173516
"26",0,-0.0454069587767285,-0.0269511395365484
"27",-0.000241842451925907,-0.0572953598760051,-0.026890610715832
"28",-1.98238168238808e-05,-0.0349076698025198,-0.0269093833367401
"29",0,-0.0417532753716095,-0.0268044789431731
"30",0,-0.0442540446762206,-0.0268839400656032
"31",-0.000243034725516567,-0.0457496376597304,-0.0268928519447394
"32",0.000853853387550593,-0.0412287567084079,-0.0269617869134013
"33",0.00290302895143288,-0.042496035792317,-0.0268361924554309
"34",0.000576942819892885,-0.0377513741236875,-0.0268740536540334
"35",-0.00992955846765771,-0.0279219038059158,-0.026914491186641
"36",0,-0.0374399485368297,-0.0268412505502048
"37",0,-0.0498031664662025,-0.0269405650813629
"38",0.00286161843036967,-0.0378327371558571,-0.0268954259565962
"39",0.000180454380111506,-0.0453394123606891,-0.0268412583657083
"40",-0.00703505732580025,-0.0434598150198926,-0.0269087280037091
"41",-6.11934840586078e-05,-0.0425667536071122,-0.0268839233466336
"42",0,-0.0308090562881525,-0.0269491369857633
"43",-0.00302586511696659,-0.0376898220627602,-0.0268841866423852
